Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,92.6,91.0 - 94.2,1602,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.4,0.0 - 0.7,1602,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,0.4,0.0 - 0.9,785,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.8,0.2 - 1.5,1129,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,0.8,0.0 - 1.8,740,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,1,0.1 - 1.9,746,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,1.6,0.8 - 2.4,1773,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,2,1.2 - 3.4,1320,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,2,1.1 - 3.6,984,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,2.3,1.4 - 3.9,1165,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,3,1.7 - 5.2,691,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,3.2,0.0 - 7.8,194,0
Jurisdictional Estimates,New Mexico,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,4,2.8 - 5.6,1093,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,11.3,7.2 - 15.4,424,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,12.3,9.7 - 14.9,747,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,13.6,9.1 - 18.0,423,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,14.4,10.9 - 17.9,577,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,16.5,13.9 - 19.0,1409,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,17.1,14.4 - 20.2,1125,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,18.1,14.3 - 21.8,708,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,18.5,16.3 - 20.6,1840,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,20,16.3 - 24.3,696,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,24.2,20.4 - 28.5,768,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,26.4,23.4 - 29.6,1361,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,28.2,24.1 - 32.7,784,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,10.8,8.5 - 13.6,1125,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,12,9.9 - 14.5,1361,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,12,9.0 - 15.7,784,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,12.9,9.9 - 16.6,696,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,16.5,13.3 - 20.3,768,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,3.4,1.8 - 5.0,747,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,4,1.4 - 6.7,423,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,4.2,1.9 - 6.6,577,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,5.3,3.3 - 7.3,708,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,5.7,1.9 - 9.4,424,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,7,5.1 - 8.8,1409,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,8.1,6.5 - 9.7,1840,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,53.3,49.0 - 57.6,768,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,56.3,51.7 - 60.7,784,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,58.5,55.2 - 61.7,1361,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,63.4,58.8 - 67.9,696,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,68.8,65.1 - 72.1,1125,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,71.6,69.1 - 74.0,1840,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,74.8,71.9 - 77.8,1409,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,74.8,70.7 - 79.0,708,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,80.5,76.4 - 84.6,577,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,82.3,77.4 - 87.3,423,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,82.4,77.0 - 87.7,424,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,82.7,79.6 - 85.9,747,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.1,0.0 - 0.2,423,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,0.7,0.0 - 1.5,424,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,0.8,0.0 - 1.6,577,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,1.6,0.3 - 2.8,747,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,1.8,0.9 - 2.7,1409,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,1.8,0.3 - 3.2,708,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,1.9,1.1 - 2.7,1840,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.1,2.0 - 4.7,1361,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,3.3,2.1 - 5.1,1125,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,3.6,2.2 - 6.0,696,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,3.6,2.1 - 6.2,784,0
Jurisdictional Estimates,Oklahoma,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,6,4.2 - 8.5,768,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,11.8,9.1 - 14.5,1445,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,12.8,10.3 - 15.4,1657,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,13.2,11.2 - 15.3,2580,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,13.3,10.5 - 16.1,1710,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,14.4,11.2 - 17.6,1311,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,14.6,12.7 - 16.9,2595,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,15.4,13.4 - 17.4,3031,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,15.7,13.8 - 17.7,3025,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,16.6,14.1 - 19.4,2130,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,20.5,18.2 - 22.9,2763,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,22.4,20.2 - 24.8,2702,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,22.6,19.7 - 25.8,1534,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,10.6,8.6 - 13.1,2130,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,12.6,10.3 - 15.3,1534,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,12.8,10.9 - 14.9,2763,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,16.2,14.1 - 18.5,2702,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,4,2.3 - 5.6,1710,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,4.3,2.6 - 6.0,1657,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,5.4,3.3 - 7.5,1445,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,5.6,4.2 - 7.1,2580,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,6.1,3.9 - 8.3,1311,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,6.6,5.2 - 8.0,3025,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,7.2,5.7 - 8.7,3031,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,9.5,7.9 - 11.4,2595,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,53.9,51.2 - 56.5,2702,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,59.3,55.8 - 62.7,1534,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,62.9,60.2 - 65.5,2763,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,68.6,65.2 - 71.7,2130,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,72.6,69.9 - 75.1,2595,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,74.9,72.5 - 77.3,3031,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,76.1,73.9 - 78.4,3025,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,76.2,72.4 - 80.1,1311,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,79.2,76.8 - 81.7,2580,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,80.9,77.7 - 84.0,1657,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,81.8,78.4 - 85.1,1445,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,82.1,78.9 - 85.2,1710,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.7,0.1 - 1.2,1710,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,1,0.1 - 1.9,1445,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,1.5,0.8 - 2.2,3025,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,1.9,1.0 - 2.7,2580,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,2,0.8 - 3.2,1657,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,2.5,1.6 - 3.4,3031,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,3.2,2.3 - 4.6,2595,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,3.3,1.5 - 5.0,1311,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.8,2.8 - 5.2,2763,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,4.3,3.0 - 6.1,2130,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,5.5,4.1 - 7.5,1534,0
Jurisdictional Estimates,TX-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,7.5,6.1 - 9.2,2702,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,10.5,8.1 - 12.9,1222,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,11.1,7.5 - 14.7,681,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,12.3,7.9 - 16.7,532,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,12.5,9.4 - 15.6,1042,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,12.7,10.0 - 16.1,1024,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,12.9,10.4 - 15.4,1711,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,13.7,10.4 - 17.9,706,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,14.8,11.1 - 19.4,601,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,15.6,12.8 - 18.9,1122,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,16.3,13.2 - 20.0,1017,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,9.4,6.4 - 12.4,790,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,9.6,7.4 - 11.7,1539,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,10.2,6.2 - 14.2,532,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,10.6,8.1 - 13.8,1024,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,10.8,8.2 - 13.3,1222,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,12.2,9.1 - 16.2,706,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,17.5,13.3 - 22.7,601,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,18.4,15.3 - 22.0,1122,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,19.6,16.2 - 23.6,1017,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,3.9,2.1 - 5.7,1042,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,6,3.2 - 8.9,681,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,7.2,4.5 - 9.9,790,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,8.6,6.5 - 10.8,1711,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,8.9,6.7 - 11.1,1539,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,54,49.9 - 58.0,1017,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,59.4,53.9 - 64.7,601,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,62.7,58.8 - 66.4,1122,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,68.6,63.7 - 73.1,706,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,73.1,69.1 - 76.8,1024,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,74.7,71.3 - 78.1,1222,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,76.4,73.3 - 79.5,1711,0
Jurisdictional Estimates,TX-City of Houston,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,76.7,71.3 - 82.1,532,0
